CÓDIGO,NOME
W73,OUTROS AFOGAMENTOS E SUBMERSÃO ESPECIFICADOS
W74,AFOGAMENTO E SUBMERSÃO NÃO ESPECIFICADOS
W75,SUFOCAÇÃO E ESTRANGULAMENTO ACIDENTAL NA CAMA
W76,OUTRO ENFORCAMENTO E ESTRANGULAMENTO ACIDENTAL
W77,RISCO A RESPIRAÇÃO DEVIDO A DESMORONAMENTO, QUEDA DE TERRA E DE OUTRAS SUBSTÂNCIAS
W78,INALAÇÃO DO CONTEÚDO GÁSTRICO
W79,INALAÇÃO E INGESTÃO DE ALIMENTOS CAUSANDO OBSTRUÇÃO DO TRATO RESPIRATÓRIO
W80,INALAÇÃO E INGESTÃO DE OUTROS OBJETOS CAUSANDO OBSTRUÇÃO DO TRATO RESPIRATÓRIO
W81,CONFINADO OU APRISIONADO EM UM AMBIENTE POBRE EM OXIGÊNIO
W83,OUTROS RISCOS ESPECIFICADOS À RESPIRAÇÃO
W84,RISCOS NÃO ESPECIFICADOS À RESPIRAÇÃO
W85,EXPOSIÇÃO A LINHAS DE TRANSMISSÃO DE CORRENTE ELÉTRICA
W86,EXPOSIÇÃO A OUTRA CORRENTE ELÉTRICA ESPECIFICADA
W87,EXPOSIÇÃO A CORRENTE ELÉTRICA NÃO ESPECIFICADA
W88,EXPOSIÇÃO A RADIAÇÃO IONIZANTE
W89,EXPOSIÇÃO A FONTES LUMINOSAS ARTIFICIAIS VISÍVEIS OU À LUZ ULTRAVIOLETA
W90,EXPOSIÇÃO A OUTROS TIPOS DE RADIAÇÃO NÃO-IONIZANTE
W91,EXPOSIÇÃO A TIPO NÃO ESPECIFICADO DE RADIAÇÃO
W92,EXPOSIÇÃO A UM CALOR EXCESSIVO DE ORIGEM ARTIFICIAL
W93,EXPOSIÇÃO A UM FRIO EXCESSIVO DE ORIGEM ARTIFICIAL
W94,EXPOSIÇÃO A ALTA, BAIXA E A VARIAÇÕES DA PRESSÃO ATMOSFÉRICA
W99,EXPOSIÇÃO A OUTROS FATORES AMBIENTAIS ARTIFICIAIS E AOS NÃO ESPECIFICADOS
X00,EXPOSIÇÃO A FOGO NÃO-CONTROLADO EM UM EDIFÍCIO OU OUTRO TIPO DE CONSTRUÇÃO
X01,EXPOSIÇÃO A FOGO NÃO-CONTROLADO FORA DE UM EDIFÍCIO OU DE OUTRO TIPO DE CONSTRUÇÃO
X02,EXPOSIÇÃO A FOGO CONTROLADO EM UM EDIFÍCIO OU OUTRO TIPO DE CONSTRUÇÃO
X03,EXPOSIÇÃO A FOGO CONTROLADO FORA DE UM EDIFÍCIO OU DE OUTRO TIPO DE CONSTRUÇÃO
X04,EXPOSIÇÃO A COMBUSTÃO DE SUBSTÂNCIA MUITO INFLAMÁVEL
X05,EXPOSIÇÃO A COMBUSTÃO DE ROUPA DE DORMIR
X06,EXPOSIÇÃO A COMBUSTÃO DE OUTRO TIPO DE ROUPA OU DE ACESSÓRIOS
X08,EXPOSIÇÃO A OUTRO TIPO ESPECIFICADO DE FUMAÇA, FOGO OU CHAMAS
X09,EXPOSIÇÃO A TIPO NÃO ESPECIFICADO DE FUMAÇA, FOGO OU CHAMAS
X10,CONTATO COM BEBIDAS, ALIMENTOS, GORDURA E ÓLEO DE COZINHA QUENTES
X11,CONTATO COM ÁGUA CORRENTE QUENTE DE TORNEIRA
X12,CONTATO COM OUTROS LÍQUIDOS QUENTES
X13,CONTATO COM VAPOR D'ÁGUA E COM VAPORES QUENTES
X14,CONTATO COM AR E GASES QUENTES
X15,CONTATO COM APARELHOS DOMÉSTICOS QUENTES
X16,CONTATO COM AQUECEDORES, RADIADORES E TUBULAÇÃO
X17,CONTATO COM MOTORES, MÁQUINAS E FERRAMENTAS QUENTES
X18,CONTATO COM OUTROS METAIS QUENTES
X19,CONTATO COM OUTRAS FONTES DE CALOR OU COM SUBSTÂNCIAS QUENTES NÃO ESPECIFICADOS
X20,CONTATO COM SERPENTES E LAGARTOS VENENOSOS
X21,CONTATO COM ARANHAS VENENOSAS
X22,CONTATO COM ESCORPIÕES
X23,CONTATO COM ABELHAS, VESPAS E VESPÕES
X24,CONTATO COM CENTOPÉIAS E MIRIÁPODES VENENOSAS (TROPICAIS)
X25,CONTATO COM OUTROS ARTRÓPODES VENENOSOS
X26,CONTATO COM ANIMAIS E PLANTAS MARINHOS VENENOSOS
X27,CONTATO COM OUTROS ANIMAIS VENENOSOS ESPECIFICADOS
X28,CONTATO COM OUTRAS PLANTAS VENENOSAS ESPECIFICADAS
X29,CONTATO COM ANIMAIS OU PLANTAS VENENOSOS, SEM ESPECIFICAÇÃO
X30,EXPOSIÇÃO A CALOR NATURAL EXCESSIVO
X31,EXPOSIÇÃO A FRIO NATURAL EXCESSIVO
X32,EXPOSIÇÃO À LUZ SOLAR
X33,VÍTIMA DE RAIO
X34,VÍTIMA DE TERREMOTO
X35,VÍTIMA DE ERUPÇÃO VULCÂNICA
X36,VÍTIMA DE AVALANCHE, DESABAMENTO DE TERRA E OUTROS MOVIMENTOS DA SUPERFÍCIE TERRESTRE
X37,VÍTIMA DE TEMPESTADE CATACLÍSMICA
X38,VÍTIMA DE INUNDAÇÃO
X39,EXPOSIÇÃO A OUTRAS FORÇAS DA NATUREZA E ÀS NÃO ESPECIFICADAS
X40,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A ANALGÉSICOS, ANTIPIRÉTICOS E ANTI-REUMÁTICOS, NÃO-OPIÁCEOS
X41,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A ANTICONVULSIVANTES [ANTIEPILÉPTICOS], SEDATIVOS, HIPNÓTICOS, ANTIPARKINSONIANOS E PSICOTRÓPICOS NÃO CLASSIFICADAS EM OUTRA PARTE
X42,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A NARCÓTICOS E PSICODISLÉPTICOS [ALUCINÓGENOS] NÃO CLASSIFICADOS EM OUTRA PARTE
X43,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A OUTRAS SUBSTÂNCIAS FARMACOLÓGICAS DE AÇÃO SOBRE O SISTEMA NERVOSO AUTÔNOMO
X44,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A OUTRAS DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS NÃO ESPECIFICADAS
X45,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO AO ÁLCOOL
X46,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A SOLVENTES ORGÂNICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES
X47,INTOXICAÇÃO ACIDENTAL POR E EXPOSIÇÃO A OUTROS GASES E VAPORES
X48,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A PESTICIDAS
X49,ENVENENAMENTO [INTOXICAÇÃO] ACIDENTAL POR E EXPOSIÇÃO A OUTRAS SUBSTÂNCIAS QUÍMICAS NOCIVAS E ÀS NÃO ESPECIFICADAS
X50,EXCESSO DE EXERCÍCIOS E MOVIMENTOS VIGOROSOS OU REPETITIVOS
X51,VIAGEM E MOVIMENTO
X52,ESTADIA PROLONGADA EM AMBIENTE AGRAVITACIONAL
X53,FALTA DE ALIMENTO
X54,FALTA DE ÁGUA
X57,PRIVAÇÃO NÃO ESPECIFICADA
X58,EXPOSIÇÃO A OUTROS FATORES ESPECIFICADOS
X59,EXPOSIÇÃO A FATORES NÃO ESPECIFICADOS
X60,AUTO-INTOXICAÇÃO POR E EXPOSIÇÃO, INTENCIONAL, A ANALGÉSICOS, ANTIPIRÉTICOS E ANTI-REUMÁTICOS, NÃO-OPIÁCEOS
X61,AUTO-INTOXICAÇÃO POR E EXPOSIÇÃO, INTENCIONAL, A DROGAS ANTICONVULSIVANTES [ANTIEPILÉPTICOS] SEDATIVOS, HIPNÓTICOS, ANTIPARKINSONIANOS E PSICOTRÓPICOS NÃO CLASSIFICADOS EM OUTRA PARTE
X62,AUTO-INTOXICAÇÃO POR E EXPOSIÇÃO, INTENCIONAL, A NARCÓTICOS E PSICODISLÉPTICOS [ALUCINÓGENOS] NÃO CLASSIFICADOS EM OUTRA PARTE
X63,AUTO-INTOXICAÇÃO POR E EXPOSIÇÃO, INTENCIONAL, A OUTRAS SUBSTÂNCIAS FARMACOLÓGICAS DE AÇÃO SOBRE O SISTEMA NERVOSO AUTÔNOMO
X64,AUTO-INTOXICAÇÃO POR E EXPOSIÇÃO, INTENCIONAL, A OUTRAS DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS E ÀS NÃO ESPECIFICADAS
X65,AUTO-INTOXICAÇÃO VOLUNTÁRIA POR ÁLCOOL
X66,AUTO-INTOXICAÇÃO INTENCIONAL POR SOLVENTES ORGÂNICOS, HIDROCARBONETOS HALOGENADOS E SEUS VAPORES
X67,AUTO-INTOXICAÇÃO INTENCIONAL POR OUTROS GASES E VAPORES
X68,AUTO-INTOXICAÇÃO POR E EXPOSIÇÃO, INTENCIONAL, A PESTICIDAS
X69,AUTO-INTOXICAÇÃO POR E EXPOSIÇÃO, INTENCIONAL, A OUTROS PRODUTOS QUÍMICOS E SUBSTÂNCIAS NOCIVAS NÃO ESPECIFICADAS
X70,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR ENFORCAMENTO, ESTRANGULAMENTO E SUFOCAÇÃO
X71,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR AFOGAMENTO E SUBMERSÃO
X72,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR DISPARO DE ARMA DE FOGO DE MÃO
X73,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR DISPARO DE ESPINGARDA, CARABINA, OU ARMA DE FOGO DE MAIOR CALIBRE
X74,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NÃO ESPECIFICADA
X75,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR DISPOSITIVOS EXPLOSIVOS
X76,LESÃO AUTOPROVOCADA INTENCIONALMENTE PELA FUMAÇA, PELO FOGO E POR CHAMAS
X77,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR VAPOR DE ÁGUA, GASES OU OBJETOS QUENTES
X78,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR OBJETO CORTANTE OU PENETRANTE
X79,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR OBJETO CONTUNDENTE
X80,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR PRECIPITAÇÃO DE UM LUGAR ELEVADO
X81,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR PRECIPITAÇÃO OU PERMANÊNCIA DIANTE DE UM OBJETO EM MOVIMENTO
X82,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR IMPACTO DE UM VEÍCULO A MOTOR
X83,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR OUTROS MEIOS ESPECIFICADOS
X84,LESÃO AUTOPROVOCADA INTENCIONALMENTE POR MEIOS NÃO ESPECIFICADOS
X85,AGRESSÃO POR MEIO DE DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS
X86,AGRESSÃO POR MEIO DE SUBSTÂNCIAS CORROSIVAS
X87,AGRESSÃO POR PESTICIDAS
X88,AGRESSÃO POR MEIO DE GASES E VAPORES
X89,AGRESSÃO POR MEIO DE OUTROS PRODUTOS QUÍMICOS E SUBSTÂNCIAS NOCIVAS ESPECIFICADOS
X90,AGRESSÃO POR MEIO DE PRODUTOS QUÍMICOS E SUBSTÂNCIAS NOCIVAS NÃO ESPECIFICADOS
X91,AGRESSÃO POR MEIO DE ENFORCAMENTO, ESTRANGULAMENTO E SUFOCAÇÃO
X92,AGRESSÃO POR MEIO DE AFOGAMENTO E SUBMERSÃO
X93,AGRESSÃO POR MEIO DE DISPARO DE ARMA DE FOGO DE MÃO
X94,AGRESSÃO POR MEIO DE DISPARO DE ESPINGARDA, CARABINA OU ARMA DE FOGO DE MAIOR CALIBRE
X95,AGRESSÃO POR MEIO DE DISPARO DE OUTRA ARMA DE FOGO OU DE ARMA NÃO ESPECIFICADA
X96,AGRESSÃO POR MEIO DE MATERIAL EXPLOSIVO
X97,AGRESSÃO POR MEIO DE FUMAÇA, FOGO E CHAMAS
X98,AGRESSÃO POR MEIO DE VAPOR DE ÁGUA, GASES OU OBJETOS QUENTES
X99,AGRESSÃO POR MEIO DE OBJETO CORTANTE OU PENETRANTE
Y00,AGRESSÃO POR MEIO DE UM OBJETO CONTUNDENTE
Y01,AGRESSÃO POR MEIO DE PROJEÇÃO DE UM LUGAR ELEVADO
Y02,AGRESSÃO POR MEIO DE PROJEÇÃO OU COLOCAÇÃO DA VÍTIMA DIANTE DE UM OBJETO EM MOVIMENTO
Y03,AGRESSÃO POR MEIO DE IMPACTO DE UM VEÍCULO A MOTOR
Y04,AGRESSÃO POR MEIO DE FORÇA CORPORAL
Y05,AGRESSÃO SEXUAL POR MEIO DE FORÇA FÍSICA
Y06,NEGLIGÊNCIA E ABANDONO
Y07,OUTRAS SÍNDROMES DE MAUS TRATOS
Y08,AGRESSÃO POR OUTROS MEIOS ESPECIFICADOS
Y09,AGRESSÃO POR MEIOS NÃO ESPECIFICADOS
Y10,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A ANALGÉSICOS, ANTIPIRÉTICOS E ANTI-REUMÁTICOS NÃO-OPIÁCEOS, INTENÇÃO NÃO DETERMINADA
Y11,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A ANTICONVULSIVANTES [ANTIEPILÉPTICOS], SEDATIVOS, HIPNÓTICOS, ANTIPARKINSONIANOS E PSICOTRÓPICOS NÃO CLASSIFICADOS EM OUTRA PARTE, INTENÇÃO NÃO DETERMINADA
Y12,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A NARCÓTICOS E A PSICODISLÉPTICOS [ALUCINÓGENOS] NÃO CLASSIFICADOS EM OUTRA PARTE, INTENÇÃO NÃO DETERMINADA
Y13,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A OUTRAS SUBSTÂNCIAS FARMACOLÓGICAS DE AÇÃO SOBRE O SISTEMA NERVOSO AUTÔNOMO, INTENÇÃO NÃO DETERMINADA
Y14,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A OUTRAS DROGAS, MEDICAMENTOS E SUBSTÂNCIAS BIOLÓGICAS E AS NÃO ESPECIFICADAS, INTENÇÃO NÃO DETERMINADA
Y15,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO AO ÁLCOOL, INTENÇÃO NÃO DETERMINADA
Y16,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A SOLVENTES ORGÂNICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORES, INTENÇÃO NÃO DETERMINADA
Y17,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A OUTROS GASES E VAPORES, INTENÇÃO NÃO DETERMINADA
Y18,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A PESTICIDAS, INTENÇÃO NÃO DETERMINADA
Y19,ENVENENAMENTO [INTOXICAÇÃO] POR E EXPOSIÇÃO A OUTROS PRODUTOS QUÍMICOS E SUBSTÂNCIAS NOCIVAS E AOS NÃO ESPECIFICADOS, INTENÇÃO NÃO DETERMINADA
Y20,ENFORCAMENTO, ESTRANGULAMENTO E SUFOCAÇÃO, INTENÇÃO NÃO DETERMINADA
Y21,AFOGAMENTO E SUBMERSÃO, INTENÇÃO NÃO DETERMINADA
Y22,DISPARO DE PISTOLA, INTENÇÃO NÃO DETERMINADA
Y23,DISPARO DE FUZIL, CARABINA E ARMA DE FOGO DE MAIOR CALIBRE, INTENÇÃO NÃO DETERMINADA
Y24,DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NÃO ESPECIFICADA, INTENÇÃO NÃO DETERMINADA
Y25,CONTATO COM MATERIAL EXPLOSIVO, INTENÇÃO NÃO DETERMINADA
Y26,EXPOSIÇÃO A FUMAÇA, FOGO E CHAMAS, INTENÇÃO NÃO DETERMINADA
Y27,EXPOSIÇÃO A VAPOR DE ÁGUA, GASES OU OBJETOS QUENTES, INTENÇÃO NÃO DETERMINADA
Y28,CONTATO COM OBJETO CORTANTE OU PENETRANTE, INTENÇÃO NÃO DETERMINADA
Y29,CONTATO COM OBJETO CONTUNDENTE, INTENÇÃO NÃO DETERMINADA
Y30,QUEDA, SALTO OU EMPURRADO DE UM LUGAR ELEVADO, INTENÇÃO NÃO DETERMINADA
Y31,QUEDA, PERMANÊNCIA OU CORRIDA DIANTE DE UM OBJETO EM MOVIMENTO, INTENÇÃO NÃO DETERMINADA
Y32,IMPACTO DE UM VEÍCULO A MOTOR, INTENÇÃO NÃO DETERMINADA
Y33,OUTROS FATOS OU EVENTOS ESPECIFICADOS, INTENÇÃO NÃO DETERMINADA
Y34,FATOS OU EVENTOS NÃO ESPECIFICADOS E INTENÇÃO NÃO DETERMINADA
Y35,INTERVENÇÃO LEGAL
Y36,OPERAÇÕES DE GUERRA
Y40,EFEITOS ADVERSOS DE ANTIBIÓTICOS SISTÊMICOS
Y41,EFEITOS ADVERSOS DE OUTROS ANTIINFECCIOSOS E ANTIPARASITÁRIOS SISTÊMICOS
Y42,EFEITOS ADVERSOS DE HORMÔNIOS E SEUS SUBSTITUTOS SINTÉTICOS E ANTAGONISTAS, NÃO CLASSIFICADOS EM OUTRA PARTE
Y43,EFEITOS ADVERSOS DE SUBSTÂNCIAS DE AÇÃO PRIMARIAMENTE SISTÊMICA
Y44,EFEITOS ADVERSOS DE SUBSTÂNCIAS FARMACOLÓGICAS QUE ATUAM PRIMARIAMENTE SOBRE OS CONSTITUINTES DO SANGUE
Y45,EFEITOS ADVERSOS DE SUBSTÂNCIAS ANALGÉSICAS, ANTIPIRÉTICAS E ANTIINFLAMATÓRIAS
Y46,EFEITOS ADVERSOS DE DROGAS ANTICONVULSIVANTES (ANTIEPILÉPTICAS) E ANTIPARKINSONIANAS
Y47,EFEITOS ADVERSOS DE SEDATIVOS, HIPNÓTICOS E TRANQUILIZANTES [ANSIOLÍTICOS]
Y48,EFEITOS ADVERSOS DE ANESTÉSICOS E GASES TERAPÊUTICOS
Y49,EFEITOS ADVERSOS DE SUBSTÂNCIAS PSICOTRÓPICAS, NÃO CLASSIFICADAS EM OUTRA PARTE
Y50,EFEITOS ADVERSOS DE ESTIMULANTES DO SISTEMA NERVOSO CENTRAL, NÃO CLASSIFICADOS EM OUTRA PARTE
Y51,EFEITOS ADVERSOS DE DROGAS QUE ATUAM PRIMARIAMENTE SOBRE O SISTEMA NERVOSO AUTÔNOMO
Y52,EFEITOS ADVERSOS DE SUBSTÂNCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO CARDIOVASCULAR
Y53,EFEITOS ADVERSOS DE SUBSTÂNCIAS QUE ATUAM PRIMARIAMENTE SOBRE O APARELHO GASTROINTESTINAL
Y54,EFEITOS ADVERSOS DE SUBSTÂNCIAS QUE ATUAM PRIMARIAMENTE SOBRE O METABOLISMO DA ÁGUA, DOS SAIS MINERAIS E DO ÁCIDO ÚRICO
Y55,EFEITOS ADVERSOS DE SUBSTÂNCIAS QUE ATUAM PRIMARIAMENTE SOBRE OS MÚSCULOS LISOS E ESQUELÉTICOS E SOBRE O APARELHO RESPIRATÓRIO
Y56,EFEITOS ADVERSOS DE SUBSTÂNCIAS DE USO TÓPICO QUE ATUAM PRIMARIAMENTE SOBRE A PELE E AS MEMBRANAS MUCOSAS E DROGAS DE USO OFTALMOLÓGICO, OTORRINOLARINGOLÓGICO E DENTÁRIO
Y57,EFEITOS ADVERSOS DE OUTRAS DROGAS E MEDICAMENTOS E AS NÃO ESPECIFICADAS
Y58,EFEITOS ADVERSOS DE VACINAS BACTERIANAS
Y59,EFEITOS ADVERSOS DE OUTRAS VACINAS E SUBSTÂNCIAS BIOLÓGICAS E AS NÃO ESPECIFICADAS
Y60,CORTE, PUNÇÃO, PERFURAÇÃO OU HEMORRAGIA ACIDENTAIS DURANTE A PRESTAÇÃO DE CUIDADOS MÉDICOS OU CIRÚRGICOS
Y61,OBJETO ESTRANHO DEIXADO ACIDENTALMENTE NO CORPO DURANTE A PRESTAÇÃO DE CUIDADOS CIRÚRGICOS E MÉDICOS
Y62,ASSEPSIA INSUFICIENTE DURANTE A PRESTAÇÃO DE CUIDADOS CIRÚRGICOS E MÉDICOS
Y63,ERROS DE DOSAGEM DURANTE A PRESTAÇÃO DE CUIDADOS MÉDICOS E CIRÚRGICOS
Y64,MEDICAMENTOS OU SUBSTÂNCIAS BIOLÓGICAS CONTAMINADOS
Y65,OUTROS ACIDENTES DURANTE A PRESTAÇÃO DE CUIDADOS MÉDICOS E CIRÚRGICOS
Y66,NÃO ADMINISTRAÇÃO DE CUIDADO MÉDICO E CIRÚRGICO
Y69,ACIDENTE NÃO ESPECIFICADO DURANTE A PRESTAÇÃO DE CUIDADO MÉDICO E CIRÚRGICO
Y70,DISPOSITIVOS (APARELHOS) DE ANESTESIOLOGIA, ASSOCIADOS A INCIDENTES ADVERSOS
Y71,DISPOSITIVOS (APARELHOS) CARDIOVASCULARES, ASSOCIADOS A INCIDENTES ADVERSOS
Y72,DISPOSITIVOS (APARELHOS) UTILIZADOS EM OTORRINOLARINGOLOGIA, ASSOCIADOS A INCIDENTES ADVERSOS
Y73,DISPOSITIVOS (APARELHOS) USADOS EM GASTROENTEROLOGIA E EM UROLOGIA, ASSOCIADOS A INCIDENTES ADVERSOS
Y74,DISPOSITIVOS (APARELHOS) GERAIS DE USO HOSPITALAR OU PESSOAL, ASSOCIADOS A INCIDENTES ADVERSOS
Y75,DISPOSITIVOS (APARELHOS) UTILIZADOS EM NEUROLOGIA, ASSOCIADOS A INCIDENTES ADVERSOS
Y76,DISPOSITIVOS (APARELHOS) UTILIZADOS EM OBSTETRÍCIA E EM GINECOLOGIA, ASSOCIADOS A INCIDENTES ADVERSOS
Y77,DISPOSITIVOS (APARELHOS) UTILIZADOS EM OFTALMOLOGIA, ASSOCIADOS A INCIDENTES ADVERSOS
Y78,DISPOSITIVOS (APARELHOS) UTILIZADOS EM RADIOLOGIA, ASSOCIADOS A INCIDENTES ADVERSOS
Y79,DISPOSITIVOS (APARELHOS) ORTOPÉDICOS, ASSOCIADO A INCIDENTES ADVERSOS
Y80,DISPOSITIVOS (APARELHOS) UTILIZADOS EM MEDICINA FÍSICA (FISIATRIA), ASSOCIADO A INCIDENTES ADVERSOS
Y81,DISPOSITIVOS (APARELHOS) UTILIZADOS EM CIRURGIA GERAL OU CIRURGIA PLÁSTICA, ASSOCIADOS A INCIDENTE ADVERSOS
Y82,OUTROS DISPOSITIVOS (APARELHOS) ASSOCIADOS A INCIDENTES ADVERSOS E OS NÃO ESPECIFICADOS
Y83,REAÇÃO ANORMAL EM PACIENTE OU COMPLICAÇÃO TARDIA, CAUSADAS POR INTERVENÇÃO CIRÚRGICA E POR OUTROS ATOS CIRÚRGICOS, SEM MENÇÃO DE ACIDENTE DURANTE A INTERVENÇÃO
Y84,REAÇÃO ANORMAL EM PACIENTE OU COMPLICAÇÃO TARDIA, CAUSADAS POR OUTROS PROCEDIMENTOS MÉDICOS, SEM MENÇÃO DE ACIDENTE DURANTE O PROCEDIMENTO
Y85,SEQÜELAS DE ACIDENTES DE TRANSPORTE
Y86,SEQÜELAS DE OUTROS ACIDENTES
Y87,SEQÜELAS DE UMA LESÃO AUTOPROVOCADA INTENCIONALMENTE, DE AGRESSÃO OU DE UM FATO CUJA INTENÇÃO É INDETERMINADA
Y88,SEQÜELAS DE CUIDADO MÉDICO OU CIRÚRGICO CONSIDERADOS COMO UMA CAUSA EXTERNA
Y89,SEQÜELAS DE OUTRAS CAUSAS EXTERNAS
Y90,EVIDÊNCIA DE ALCOOLISMO DETERMINADA POR TAXAS DE ALCOOLEMIA
Y91,EVIDÊNCIA DE ALCOOLISMO DETERMINADA PELO NÍVEL DA INTOXICAÇÃO
Y95,CIRCUNSTÂNCIA RELATIVA AS CONDIÇÕES NOSOCOMIAIS (HOSPITALARES)
Y96,CIRCUNSTÂNCIA RELATIVA ÀS CONDIÇÕES DE TRABALHO
Y97,CIRCUNSTÂNCIAS RELATIVAS A CONDIÇÕES DE POLUIÇÃO AMBIENTAL
Y98,CIRCUNSTÂNCIAS RELATIVAS A CONDIÇÕES DO MODO DE VIDA
Z00,EXAME GERAL E INVESTIGAÇÃO DE PESSOAS SEM QUEIXAS OU DIAGNÓSTICO RELATADO
Z01,OUTROS EXAMES E INVESTIGAÇÕES ESPECIAIS DE PESSOAS SEM QUEIXA OU DIAGNÓSTICO RELATADO
Z02,EXAME MÉDICO E CONSULTA COM FINALIDADES ADMINISTRATIVAS
Z03,OBSERVAÇÃO E AVALIAÇÃO MÉDICA POR DOENÇAS E AFECÇÕES SUSPEITAS
Z04,EXAME E OBSERVAÇÃO POR OUTRAS RAZÕES
Z08,EXAME DE SEGUIMENTO APÓS TRATAMENTO POR NEOPLASIA MALIGNA
Z09,EXAME DE SEGUIMENTO APÓS TRATAMENTO DE OUTRAS AFECÇÕES QUE NÃO NEOPLASIAS MALIGNAS
Z10,"EXAME GERAL DE ROTINA (""CHECK UP"") DE UMA SUBPOPULAÇÃO DEFINIDA"
Z11,"EXAME ESPECIAL DE RASTREAMENTO (""SCREENING"") DE DOENÇAS INFECCIOSAS E PARASITÁRIAS"
Z12,"EXAME ESPECIAL DE RASTREAMENTO (""SCREENING"") DE NEOPLASIAS"
Z13,"EXAME ESPECIAL DE RASTREAMENTO (""SCREENING"") DE OUTROS TRANSTORNOS E DOENÇAS"
Z20,CONTATO COM E EXPOSIÇÃO A DOENÇAS TRANSMISSÍVEIS
Z21,ESTADO DE INFECÇÃO ASSINTOMÁTICA PELO VÍRUS DA IMUNODEFICIÊNCIA HUMANA [HIV]
Z22,PORTADOR DE DOENÇA INFECCIOSA
Z23,NECESSIDADE DE IMUNIZAÇÃO CONTRA UMA ÚNICA DOENÇA BACTERIANA
Z24,NECESSIDADE DE IMUNIZAÇÃO CONTRA ALGUMAS DOENÇAS VIRAIS ÚNICAS
Z25,NECESSIDADE DE IMUNIZAÇÃO CONTRA OUTRAS DOENÇAS VIRAIS ÚNICAS
Z26,NECESSIDADE DE IMUNIZAÇÃO CONTRA OUTRAS DOENÇAS INFECCIOSAS ÚNICAS
Z27,NECESSIDADE DE IMUNIZAÇÃO ASSOCIADA CONTRA COMBINAÇÕES DE DOENÇAS INFECCIOSAS
Z28,IMUNIZAÇÃO NÃO REALIZADA
Z29,NECESSIDADE DE OUTRAS MEDIDAS PROFILÁTICAS
Z30,ANTICONCEPÇÃO
Z31,MEDIDAS DE PROCRIAÇÃO
Z32,EXAME OU TESTE DE GRAVIDEZ
Z33,GRAVIDEZ COMO ACHADO CASUAL
Z34,SUPERVISÃO DE GRAVIDEZ NORMAL
Z35,SUPERVISÃO DE GRAVIDEZ DE ALTO RISCO
Z36,"RASTREAMENTO (""SCREENING"") PRÉ-NATAL"
Z37,RESULTADO DO PARTO
Z38,NASCIDOS VIVOS [NADO-VIVOS] SEGUNDO O LOCAL DE NASCIMENTO
Z39,ASSISTÊNCIA E EXAME PÓS-NATAL
Z40,CIRURGIA PROFILÁTICA
Z41,PROCEDIMENTOS PARA OUTROS PROPÓSITOS EXCETO CUIDADOS DE SAÚDE
Z42,SEGUIMENTO ENVOLVENDO CIRURGIA PLÁSTICA
